Number,Short Description,Process,System,Assignment Group,Assigned To,State,Priority,Urgency,Impact,Day,Created,Actual Start,Actual End,Closed
ERR-2025-01064,SEPA payment amount keyed incorrectly - underpayment to supplier,SEPA Payment,Stargate,Avengers,Hulk,Closed,High,High,High,Tuesday,2025-03-04T16:16:19.000000,2025-03-04T17:44:19.000000,2025-03-04T21:09:48.453767,2025-03-04T22:04:48.453767
ERR-2025-01065,SEPA file submitted with incorrect execution date,SEPA Payment,STP CAT,Avengers,Hulk,On Hold,High,High,High,Thursday,2025-03-27T23:57:29.000000,,,
ERR-2025-01066,Wrong value date set - payment settled one day early,International Transfer,Stargate,Avengers,Hulk,Closed,Medium,Medium,Medium,Monday,2025-03-17T20:51:34.000000,2025-03-17T21:23:34.000000,2025-03-18T09:05:31.502170,2025-03-18T09:24:31.502170
ERR-2025-01067,Wrong IBAN entered in bulk SEPA file - batch partially rejected,SEPA Payment,STP CAT,Avengers,Hulk,Closed,High,High,Medium,Friday,2025-03-28T03:19:32.000000,2025-03-28T03:56:32.000000,2025-03-28T09:18:53.438641,2025-03-28T10:30:53.438641
ERR-2025-01068,SEPA file submitted with incorrect execution date,SEPA Payment,Stargate,Avengers,Iron Man,Closed,Medium,Medium,Medium,Thursday,2025-03-13T10:18:12.000000,2025-03-13T10:45:12.000000,2025-03-14T02:18:38.326659,2025-03-14T03:25:38.326659
ERR-2025-01069,Wrong beneficiary IBAN entered - payment sent to incorrect account,International Transfer,Stargate,Avengers,Hulk,Closed,Low,Low,Low,Tuesday,2025-03-04T12:45:43.000000,2025-03-04T13:55:43.000000,2025-03-06T03:14:27.126658,2025-03-06T04:09:27.126658
ERR-2025-01070,FX rate applied before market open - incorrect indicative rate used,Money Rates,SOLEMOS,Avengers,Hulk,Closed,High,High,High,Sunday,2025-03-23T22:03:44.000000,2025-03-23T22:30:44.000000,2025-03-24T00:55:26.666807,2025-03-24T02:13:26.666807
ERR-2025-01071,SEPA payment sent to closed account - return not processed timely,SEPA Payment,Stargate,Avengers,Thor,Closed,High,High,High,Tuesday,2025-03-04T09:03:37.000000,2025-03-04T09:14:37.000000,2025-03-04T12:05:09.624181,2025-03-04T13:35:09.624181
ERR-2025-01072,Wrong value date set - payment settled one day early,International Transfer,Stargate,Avengers,Iron Man,In Progress,High,Medium,Medium,Friday,2025-03-07T11:17:47.000000,2025-03-07T11:44:47.000000,,
ERR-2025-01073,Wrong beneficiary IBAN entered - payment sent to incorrect account,International Transfer,Stargate,Avengers,Hulk,Closed,High,Medium,High,Friday,2025-03-14T07:22:25.000000,2025-03-14T07:36:25.000000,2025-03-14T13:04:46.007376,2025-03-14T13:51:46.007376
ERR-2025-01074,SEPA payment sent to closed account - return not processed timely,SEPA Payment,Stargate,Avengers,Thor,Closed,High,High,High,Thursday,2025-03-20T15:46:16.000000,2025-03-20T16:53:16.000000,2025-03-20T20:50:59.663867,2025-03-20T22:18:59.663867
ERR-2025-01075,Wrong beneficiary IBAN entered - payment sent to incorrect account,International Transfer,Stargate,Avengers,Thor,Closed,High,Medium,High,Wednesday,2025-03-05T15:00:43.000000,2025-03-05T15:17:43.000000,2025-03-05T21:16:45.550496,2025-03-05T21:39:45.550496
ERR-2025-01076,Wrong FX rate applied to customer transaction - financial loss,Money Rates,SOLEMOS,Avengers,Iron Man,Closed,Critical,High,High,Monday,2025-03-10T03:21:47.000000,2025-03-10T04:16:47.000000,2025-03-10T06:54:15.402797,2025-03-10T07:16:15.402797
ERR-2025-01077,Stale rate used after feed failure - not escalated in time,Money Rates,SOLEMOS,Avengers,Thor,Closed,Medium,Medium,Medium,Friday,2025-03-14T13:07:41.000000,2025-03-14T13:45:41.000000,2025-03-15T06:12:07.155690,2025-03-15T07:14:07.155690
ERR-2025-01078,Wrong IBAN entered in bulk SEPA file - batch partially rejected,SEPA Payment,Stargate,Avengers,Iron Man,Closed,Medium,Medium,Medium,Friday,2025-03-21T12:25:34.000000,2025-03-21T13:06:34.000000,2025-03-21T23:57:45.071067,2025-03-22T01:27:45.071067
ERR-2025-01079,FX hedge rate misapplied to wrong transaction batch,Money Rates,SOLEMOS,Avengers,Thor,Closed,Critical,High,High,Monday,2025-03-03T22:56:53.000000,2025-03-04T00:00:53.000000,2025-03-04T01:09:12.918065,2025-03-04T02:05:12.918065
ERR-2025-01080,Rate tolerance breach not escalated to treasury desk,Money Rates,SOLEMOS,Avengers,Thor,Closed,Critical,High,High,Saturday,2025-03-29T12:58:36.000000,2025-03-29T13:49:36.000000,2025-03-29T16:30:32.872950,2025-03-29T17:12:32.872950
ERR-2025-01081,Rate tolerance breach not escalated to treasury desk,Money Rates,SOLEMOS,Avengers,Thor,Closed,Medium,Medium,Medium,Monday,2025-03-10T14:19:13.000000,2025-03-10T14:59:13.000000,2025-03-11T12:26:14.045613,2025-03-11T13:16:14.045613
ERR-2025-01082,FX rate applied before market open - incorrect indicative rate used,Money Rates,SOLEMOS,Avengers,Iron Man,Closed,High,Medium,High,Monday,2025-03-03T03:19:52.000000,2025-03-03T03:58:52.000000,2025-03-03T06:38:10.338768,2025-03-03T07:50:10.338768
ERR-2025-01083,Wrong IBAN entered in bulk SEPA file - batch partially rejected,SEPA Payment,STP CAT,Avengers,Thor,In Progress,High,High,High,Friday,2025-03-14T14:01:49.000000,2025-03-14T14:49:49.000000,,
ERR-2025-01084,SEPA recall issued too late - funds already credited and withdrawn,SEPA Payment,Stargate,Avengers,Iron Man,Closed,High,High,High,Sunday,2025-03-16T13:29:22.000000,2025-03-16T13:49:22.000000,2025-03-16T16:49:07.058730,2025-03-16T17:43:07.058730
ERR-2025-01085,Wrong creditor name in SEPA file causing beneficiary mismatch,SEPA Payment,Stargate,Avengers,Iron Man,In Progress,Medium,Medium,Medium,Thursday,2025-03-27T13:37:41.000000,2025-03-27T14:00:41.000000,,
ERR-2025-01086,Incorrect end-to-end reference causing reconciliation failure,SEPA Payment,STP CAT,Avengers,Doctor Strange,Closed,Low,Low,Low,Friday,2025-03-21T23:50:31.000000,2025-03-22T00:29:31.000000,2025-03-23T19:46:52.280591,2025-03-23T20:59:52.280591
ERR-2025-01087,Operator amended wrong field in Process X - further error introduced,Proces X,STP CAT,Avengers,Iron Man,Closed,Medium,Medium,Medium,Tuesday,2025-03-04T12:13:57.000000,2025-03-04T13:13:57.000000,2025-03-05T10:56:45.417246,2025-03-05T11:25:45.417246
ERR-2025-01088,Wrong beneficiary IBAN entered - payment sent to incorrect account,International Transfer,Stargate,Avengers,Hulk,Closed,High,Medium,High,Thursday,2025-03-27T14:55:38.000000,2025-03-27T16:23:38.000000,2025-03-27T21:25:05.569484,2025-03-27T22:13:05.569484
ERR-2025-01089,Cross-rate calculation error not caught before payment dispatch,Money Rates,SOLEMOS,Avengers,Doctor Strange,Closed,High,High,High,Wednesday,2025-03-12T10:19:56.000000,2025-03-12T10:29:56.000000,2025-03-12T15:40:59.550404,2025-03-12T16:25:59.550404
ERR-2025-01090,SEPA batch submitted after cut-off - delayed by one business day,SEPA Payment,Stargate,Avengers,Thor,Closed,High,Medium,Medium,Wednesday,2025-03-26T10:56:38.000000,2025-03-26T12:04:38.000000,2025-03-26T16:13:20.639371,2025-03-26T16:28:20.639371
ERR-2025-01091,SEPA payment amount keyed incorrectly - underpayment to supplier,SEPA Payment,Stargate,Avengers,Hulk,Closed,High,High,High,Tuesday,2025-03-25T22:43:13.000000,2025-03-25T22:54:13.000000,2025-03-26T02:54:53.156638,2025-03-26T04:12:53.156638
ERR-2025-01092,Incorrect end-to-end reference causing reconciliation failure,SEPA Payment,Stargate,Avengers,Thor,Closed,High,Medium,High,Tuesday,2025-03-04T09:58:04.000000,2025-03-04T11:07:04.000000,2025-03-04T13:15:25.633636,2025-03-04T14:11:25.633636
ERR-2025-01093,Reversal not processed after customer cancellation request,Domestic Payment,STP CAT,Avengers,Thor,Closed,High,High,High,Thursday,2025-03-27T13:13:30.000000,2025-03-27T13:24:30.000000,2025-03-27T18:11:50.225143,2025-03-27T19:09:50.225143
ERR-2025-01094,Incorrect end-to-end reference causing reconciliation failure,SEPA Payment,Stargate,Avengers,Hulk,Closed,High,High,Medium,Friday,2025-03-28T00:45:16.000000,2025-03-28T02:12:16.000000,2025-03-28T06:20:12.919564,2025-03-28T07:08:12.919564
ERR-2025-01095,SEPA payment amount keyed incorrectly - underpayment to supplier,SEPA Payment,STP CAT,Avengers,Hulk,Closed,High,High,Medium,Monday,2025-03-10T13:32:46.000000,2025-03-10T14:00:46.000000,2025-03-10T18:20:08.184589,2025-03-10T18:42:08.184589
ERR-2025-01096,Wrong remittance information causing invoice matching failure,SEPA Payment,STP CAT,Avengers,Thor,In Progress,High,High,High,Monday,2025-03-10T15:57:32.000000,2025-03-10T16:21:32.000000,,
ERR-2025-01097,Wrong debtor account used in SEPA Direct Debit collection,SEPA Payment,Stargate,Avengers,Doctor Strange,Closed,High,High,Medium,Wednesday,2025-03-05T17:51:51.000000,2025-03-05T18:14:51.000000,2025-03-05T21:51:29.264995,2025-03-05T22:44:29.264995
ERR-2025-01098,Wrong currency selected - USD payment sent instead of EUR,International Transfer,Stargate,Avengers,Doctor Strange,Closed,High,High,High,Monday,2025-03-10T15:07:18.000000,2025-03-10T16:35:18.000000,2025-03-10T19:58:06.270887,2025-03-10T20:15:06.270887
ERR-2025-01099,Payment submitted without required compliance pre-approval,International Transfer,Stargate,Avengers,Iron Man,In Progress,Low,Low,Low,Monday,2025-03-03T23:07:07.000000,2025-03-03T23:46:07.000000,,
ERR-2025-01100,Incorrect rate override entered manually by operator,Money Rates,SOLEMOS,Avengers,Hulk,In Progress,Critical,High,High,Friday,2025-03-07T20:13:02.000000,2025-03-07T20:58:02.000000,,
ERR-2025-01101,SEPA recall issued too late - funds already credited and withdrawn,SEPA Payment,STP CAT,Avengers,Hulk,Closed,Critical,High,Medium,Wednesday,2025-03-12T18:31:16.000000,2025-03-12T19:29:16.000000,2025-03-12T21:35:03.655797,2025-03-12T22:34:03.655797
ERR-2025-01102,Wrong currency pair rate applied - EUR/GBP used instead of EUR/USD,Money Rates,SOLEMOS,Avengers,Thor,Closed,Critical,High,High,Tuesday,2025-03-11T19:58:39.000000,2025-03-11T20:08:39.000000,2025-03-11T21:54:02.578314,2025-03-11T22:56:02.578314
ERR-2025-01103,Stale rate used after feed failure - not escalated in time,Money Rates,SOLEMOS,Avengers,Iron Man,Closed,Critical,High,High,Tuesday,2025-03-11T17:23:03.000000,2025-03-11T18:23:03.000000,2025-03-11T19:29:56.074621,2025-03-11T20:13:56.074621
ERR-2025-01104,Payment released from Process X to wrong processing queue,Proces X,SOLEMOS,Avengers,Doctor Strange,Closed,Medium,Medium,Medium,Monday,2025-03-24T17:49:52.000000,2025-03-24T18:47:52.000000,2025-03-25T17:10:28.541189,2025-03-25T17:59:28.541189
ERR-2025-01105,Duplicate international wire submitted - double payment issued,International Transfer,Stargate,Avengers,Iron Man,New,Critical,High,Medium,Thursday,2025-03-20T17:21:18.000000,,,
ERR-2025-01106,Wrong value date set - payment settled one day early,International Transfer,Stargate,Avengers,Hulk,Closed,High,Medium,High,Friday,2025-03-21T13:24:09.000000,2025-03-21T14:44:09.000000,2025-03-21T17:13:11.795415,2025-03-21T18:01:11.795415
ERR-2025-01107,Wrong currency pair rate applied - EUR/GBP used instead of EUR/USD,Money Rates,SOLEMOS,Avengers,Thor,Closed,High,Medium,Low,Monday,2025-03-31T13:06:56.000000,2025-03-31T13:32:56.000000,2025-03-31T19:21:03.134699,2025-03-31T20:37:03.134699
ERR-2025-01108,Rate tolerance breach not escalated to treasury desk,Money Rates,SOLEMOS,Avengers,Thor,Closed,Medium,Low,Medium,Sunday,2025-03-02T00:57:08.000000,2025-03-02T01:40:08.000000,2025-03-02T16:06:14.206562,2025-03-02T16:28:14.206562
ERR-2025-01109,Incorrect interest rate applied to overnight settlement,Money Rates,SOLEMOS,Avengers,Doctor Strange,Closed,Low,Low,Low,Tuesday,2025-03-18T18:47:29.000000,2025-03-18T19:27:29.000000,2025-03-19T15:39:36.713484,2025-03-19T16:04:36.713484
ERR-2025-01110,Payment dispatched to sanctioned entity - compliance breach,International Transfer,Stargate,Avengers,Thor,Closed,High,Medium,Medium,Tuesday,2025-03-04T10:12:38.000000,2025-03-04T10:54:38.000000,2025-03-04T13:10:31.442995,2025-03-04T14:38:31.442995
ERR-2025-01111,Wrong currency pair rate applied - EUR/GBP used instead of EUR/USD,Money Rates,SOLEMOS,Avengers,Doctor Strange,Closed,Critical,High,High,Friday,2025-03-07T16:32:40.000000,2025-03-07T16:48:40.000000,2025-03-07T17:10:14.694517,2025-03-07T17:28:14.694517
ERR-2025-01112,Wrong beneficiary IBAN entered - payment sent to incorrect account,International Transfer,Stargate,Avengers,Hulk,Closed,Critical,Medium,Medium,Friday,2025-03-28T13:08:54.000000,2025-03-28T13:45:54.000000,2025-03-28T16:30:31.915002,2025-03-28T16:55:31.915002
ERR-2025-01113,Stale rate used after feed failure - not escalated in time,Money Rates,SOLEMOS,Avengers,Iron Man,Closed,High,Medium,Medium,Saturday,2025-03-08T14:36:44.000000,2025-03-08T15:27:44.000000,2025-03-08T19:41:11.318323,2025-03-08T20:39:11.318323
ERR-2025-01114,SEPA recall issued too late - funds already credited and withdrawn,SEPA Payment,STP CAT,Avengers,Iron Man,Closed,High,High,Medium,Thursday,2025-03-20T11:24:53.000000,2025-03-20T12:39:53.000000,2025-03-20T16:35:51.783777,2025-03-20T18:03:51.783777
ERR-2025-01115,Wrong creditor name in SEPA file causing beneficiary mismatch,SEPA Payment,Stargate,Avengers,Doctor Strange,Closed,Medium,Medium,Medium,Saturday,2025-03-08T06:51:15.000000,2025-03-08T08:12:15.000000,2025-03-08T14:53:21.660179,2025-03-08T15:22:21.660179
ERR-2025-01116,Incorrect amount corrected to wrong value during manual review,Proces X,SOLEMOS,Avengers,Thor,New,High,Medium,High,Monday,2025-03-24T16:50:03.000000,,,
ERR-2025-01117,Stale rate used after feed failure - not escalated in time,Money Rates,SOLEMOS,Avengers,Doctor Strange,Closed,Critical,Medium,High,Tuesday,2025-03-11T14:25:14.000000,2025-03-11T14:53:14.000000,2025-03-11T17:44:08.167078,2025-03-11T19:13:08.167078
ERR-2025-01118,SEPA payment sent to closed account - return not processed timely,SEPA Payment,Stargate,Avengers,Hulk,Closed,Low,Low,Low,Monday,2025-03-31T09:13:08.000000,2025-03-31T10:15:08.000000,2025-04-02T09:46:27.038582,2025-04-02T10:15:27.038582
ERR-2025-01119,Wrong currency selected - USD payment sent instead of EUR,International Transfer,Stargate,Avengers,Thor,Closed,High,High,High,Thursday,2025-03-27T09:31:35.000000,2025-03-27T10:39:35.000000,2025-03-27T13:06:25.183602,2025-03-27T14:35:25.183602
ERR-2025-01120,Wrong FX rate applied to customer transaction - financial loss,Money Rates,SOLEMOS,Avengers,Thor,Closed,High,High,High,Friday,2025-03-07T15:15:42.000000,2025-03-07T16:31:42.000000,2025-03-07T21:11:24.038063,2025-03-07T22:19:24.038063
ERR-2025-01121,Missing payment reference - correspondent bank unable to apply funds,International Transfer,Stargate,Avengers,Thor,Closed,Critical,High,High,Tuesday,2025-03-25T15:20:35.000000,2025-03-25T15:40:35.000000,2025-03-25T16:47:11.478436,2025-03-25T17:54:11.478436
ERR-2025-01122,Batch domestic file contained incorrect beneficiary account details,Domestic Payment,STP CAT,Avengers,Thor,Closed,Medium,Low,Medium,Thursday,2025-03-20T11:15:54.000000,2025-03-20T12:08:54.000000,2025-03-21T02:49:43.801350,2025-03-21T03:47:43.801350
ERR-2025-01123,Wrong IBAN entered in bulk SEPA file - batch partially rejected,SEPA Payment,STP CAT,Avengers,Iron Man,Closed,High,Medium,High,Tuesday,2025-03-18T16:28:06.000000,2025-03-18T17:42:06.000000,2025-03-18T22:03:34.240058,2025-03-18T22:37:34.240058
ERR-2025-01124,Reversal not processed after customer cancellation request,Domestic Payment,STP CAT,Avengers,Doctor Strange,Closed,High,High,High,Monday,2025-03-10T11:56:41.000000,2025-03-10T13:16:41.000000,2025-03-10T17:27:33.124826,2025-03-10T18:12:33.124826
ERR-2025-01125,Wrong beneficiary IBAN entered - payment sent to incorrect account,International Transfer,Stargate,Avengers,Hulk,Closed,Medium,Medium,Low,Wednesday,2025-03-26T12:22:14.000000,2025-03-26T12:32:14.000000,2025-03-27T06:20:41.480431,2025-03-27T07:30:41.480431
ERR-2025-01126,Payment dispatched to sanctioned entity - compliance breach,International Transfer,Stargate,Avengers,Hulk,Closed,Medium,Medium,Medium,Tuesday,2025-03-04T09:11:51.000000,2025-03-04T09:25:51.000000,2025-03-05T05:54:10.306995,2025-03-05T07:17:10.306995
ERR-2025-01127,Duplicate international wire submitted - double payment issued,International Transfer,Stargate,Avengers,Doctor Strange,Closed,High,Medium,Medium,Tuesday,2025-03-11T23:07:21.000000,2025-03-11T23:58:21.000000,2025-03-12T05:35:12.850374,2025-03-12T06:52:12.850374
ERR-2025-01128,Wrong currency selected - USD payment sent instead of EUR,International Transfer,Stargate,Avengers,Thor,Closed,High,High,Medium,Thursday,2025-03-13T12:51:29.000000,2025-03-13T13:13:29.000000,2025-03-13T18:52:34.536333,2025-03-13T20:20:34.536333
ERR-2025-01129,Wrong creditor name in SEPA file causing beneficiary mismatch,SEPA Payment,Stargate,Avengers,Hulk,Closed,High,High,Medium,Wednesday,2025-03-26T13:16:56.000000,2025-03-26T14:27:56.000000,2025-03-26T18:12:50.859213,2025-03-26T19:24:50.859213
ERR-2025-01130,Incorrect amount entered - overpayment of 10x original value,International Transfer,Stargate,Avengers,Doctor Strange,Closed,Critical,High,High,Thursday,2025-03-27T11:52:19.000000,2025-03-27T12:35:19.000000,2025-03-27T14:44:19.588365,2025-03-27T15:45:19.588365
ERR-2025-01131,Payment submitted without required compliance pre-approval,International Transfer,Stargate,Avengers,Iron Man,Closed,Medium,Medium,Medium,Monday,2025-03-10T00:29:18.000000,2025-03-10T00:46:18.000000,2025-03-10T08:51:04.573748,2025-03-10T10:01:04.573748
ERR-2025-01132,SEPA payment amount keyed incorrectly - underpayment to supplier,SEPA Payment,Stargate,Avengers,Doctor Strange,Closed,Medium,Medium,Medium,Monday,2025-03-31T08:34:20.000000,2025-03-31T08:52:20.000000,2025-04-01T05:13:31.635264,2025-04-01T05:41:31.635264
ERR-2025-01133,Duplicate international wire submitted - double payment issued,International Transfer,Stargate,Avengers,Iron Man,Closed,High,High,Low,Friday,2025-03-28T07:06:05.000000,2025-03-28T07:48:05.000000,2025-03-28T10:38:43.260566,2025-03-28T11:04:43.260566
ERR-2025-01134,Payment released from Process X to wrong processing queue,Proces X,STP CAT,Avengers,Hulk,Closed,Critical,High,High,Wednesday,2025-03-26T19:56:56.000000,2025-03-26T20:25:56.000000,2025-03-26T21:36:57.777127,2025-03-26T22:08:57.777127
ERR-2025-01135,Wrong currency selected - USD payment sent instead of EUR,International Transfer,Stargate,Avengers,Doctor Strange,Closed,High,Medium,High,Saturday,2025-03-22T02:41:00.000000,2025-03-22T03:43:00.000000,2025-03-22T07:36:16.096008,2025-03-22T08:51:16.096008
ERR-2025-01136,Wrong IBAN entered in bulk SEPA file - batch partially rejected,SEPA Payment,STP CAT,Avengers,Doctor Strange,Closed,Critical,High,High,Friday,2025-03-07T13:18:24.000000,2025-03-07T13:41:24.000000,2025-03-07T14:18:43.642258,2025-03-07T14:49:43.642258
ERR-2025-01137,FX hedge rate misapplied to wrong transaction batch,Money Rates,SOLEMOS,Avengers,Iron Man,Closed,High,High,High,Tuesday,2025-03-11T16:47:52.000000,2025-03-11T17:14:52.000000,2025-03-11T21:51:25.616075,2025-03-11T22:52:25.616075
ERR-2025-01138,Fallback rate not updated after primary feed outage,Money Rates,SOLEMOS,Avengers,Thor,Closed,Medium,Low,Medium,Friday,2025-03-28T12:38:44.000000,2025-03-28T14:08:44.000000,2025-03-28T22:03:25.858663,2025-03-28T22:26:25.858663
ERR-2025-01139,Wrong payment details amended in Process X - error compounded,Proces X,SOLEMOS,Avengers,Iron Man,Closed,High,Medium,High,Wednesday,2025-03-12T23:29:16.000000,2025-03-13T00:14:16.000000,2025-03-13T05:16:25.537382,2025-03-13T05:44:25.537382
ERR-2025-01140,Basic payment processed on wrong value date,Basic Payment,STP CAT,Avengers,Iron Man,Closed,Low,Low,Low,Thursday,2025-03-20T15:49:32.000000,2025-03-20T16:59:32.000000,2025-03-22T01:07:51.458964,2025-03-22T02:10:51.458964
ERR-2025-01141,Mandate reference missing from SEPA Direct Debit submission,SEPA Payment,Stargate,Avengers,Iron Man,Closed,High,High,High,Wednesday,2025-03-12T09:33:38.000000,2025-03-12T10:58:38.000000,2025-03-12T16:57:40.611536,2025-03-12T17:53:40.611536
ERR-2025-01142,SEPA recall issued too late - funds already credited and withdrawn,SEPA Payment,STP CAT,Avengers,Hulk,Closed,Critical,High,High,Tuesday,2025-03-25T17:55:40.000000,2025-03-25T19:03:40.000000,2025-03-25T21:37:57.739506,2025-03-25T22:40:57.739506
ERR-2025-01143,Manual rate entry typo caused overcharge to client,Money Rates,SOLEMOS,Avengers,Hulk,Closed,Critical,Medium,High,Sunday,2025-03-16T12:17:15.000000,2025-03-16T13:19:15.000000,2025-03-16T14:31:47.653551,2025-03-16T14:59:47.653551
ERR-2025-01144,Missing payment reference - correspondent bank unable to apply funds,International Transfer,Stargate,Avengers,Hulk,In Progress,Critical,Medium,High,Tuesday,2025-03-25T12:26:50.000000,2025-03-25T12:58:50.000000,,
ERR-2025-01145,Wrong value date set - payment settled one day early,International Transfer,Stargate,Avengers,Doctor Strange,In Progress,Medium,Low,Medium,Thursday,2025-03-06T17:37:48.000000,2025-03-06T18:09:48.000000,,
ERR-2025-01146,Process X item approved without verifying beneficiary details,Proces X,SOLEMOS,Avengers,Thor,Closed,Medium,Medium,Medium,Wednesday,2025-03-05T07:32:01.000000,2025-03-05T08:57:01.000000,2025-03-06T02:29:42.968322,2025-03-06T02:44:42.968322
ERR-2025-01147,Wrong IBAN updated during manual correction in Process X,Proces X,STP CAT,Avengers,Thor,Closed,Medium,Medium,Medium,Friday,2025-03-14T23:08:28.000000,2025-03-14T23:28:28.000000,2025-03-15T16:50:45.224518,2025-03-15T17:49:45.224518
ERR-2025-01148,Payment released from Process X to wrong processing queue,Proces X,SOLEMOS,Avengers,Thor,Closed,Medium,Medium,Medium,Monday,2025-03-31T13:24:40.000000,2025-03-31T13:53:40.000000,2025-03-31T21:51:31.236149,2025-03-31T22:17:31.236149
ERR-2025-01149,Incorrect rate override entered manually by operator,Money Rates,SOLEMOS,Avengers,Hulk,Closed,High,High,Medium,Wednesday,2025-03-19T23:00:26.000000,2025-03-19T23:43:26.000000,2025-03-20T04:14:36.280752,2025-03-20T05:41:36.280752
ERR-2025-01150,Wrong currency selected - USD payment sent instead of EUR,International Transfer,Stargate,Avengers,Thor,Closed,Critical,High,High,Friday,2025-03-07T15:59:14.000000,2025-03-07T16:47:14.000000,2025-03-07T17:05:42.369036,2025-03-07T17:47:42.369036
ERR-2025-01151,Wrong FX rate applied to customer transaction - financial loss,Money Rates,SOLEMOS,Avengers,Thor,Closed,Critical,High,Medium,Monday,2025-03-24T09:28:56.000000,2025-03-24T10:38:56.000000,2025-03-24T13:23:05.523758,2025-03-24T14:39:05.523758
ERR-2025-01152,Manual override applied in Process X without supervisor sign-off,Proces X,SOLEMOS,Avengers,Doctor Strange,Closed,Medium,Medium,Medium,Tuesday,2025-03-18T16:34:17.000000,2025-03-18T17:48:17.000000,2025-03-19T05:30:21.177992,2025-03-19T06:42:21.177992
ERR-2025-01153,Incorrect end-to-end reference causing reconciliation failure,SEPA Payment,Stargate,Avengers,Doctor Strange,Closed,Medium,Low,Low,Tuesday,2025-03-18T10:59:07.000000,2025-03-18T12:01:07.000000,2025-03-19T01:40:13.377426,2025-03-19T03:09:13.377426
ERR-2025-01154,SEPA batch submitted after cut-off - delayed by one business day,SEPA Payment,STP CAT,Avengers,Hulk,Closed,High,High,High,Monday,2025-03-24T10:55:25.000000,2025-03-24T11:51:25.000000,2025-03-24T17:49:01.115733,2025-03-24T18:47:01.115733
ERR-2025-01155,SEPA payment sent to closed account - return not processed timely,SEPA Payment,STP CAT,Avengers,Thor,Closed,Medium,Medium,Medium,Friday,2025-03-14T16:17:03.000000,2025-03-14T17:47:03.000000,2025-03-15T16:39:00.005180,2025-03-15T17:52:00.005180
ERR-2025-01156,FX hedge rate misapplied to wrong transaction batch,Money Rates,SOLEMOS,Avengers,Hulk,In Progress,Medium,Medium,Medium,Thursday,2025-03-27T19:40:40.000000,2025-03-27T20:08:40.000000,,
ERR-2025-01157,Payment submitted without required compliance pre-approval,International Transfer,Stargate,Avengers,Doctor Strange,Closed,Critical,High,High,Monday,2025-03-17T09:59:59.000000,2025-03-17T10:34:59.000000,2025-03-17T11:20:20.519701,2025-03-17T12:26:20.519701
ERR-2025-01158,SEPA batch submitted after cut-off - delayed by one business day,SEPA Payment,STP CAT,Avengers,Hulk,Closed,Critical,High,Medium,Sunday,2025-03-16T11:33:06.000000,2025-03-16T11:44:06.000000,2025-03-16T14:30:45.229137,2025-03-16T15:57:45.229137
ERR-2025-01159,SEPA payment amount keyed incorrectly - underpayment to supplier,SEPA Payment,Stargate,Avengers,Doctor Strange,Closed,Medium,Medium,Medium,Thursday,2025-03-13T12:58:22.000000,2025-03-13T13:42:22.000000,2025-03-14T04:34:53.868427,2025-03-14T05:44:53.868427
ERR-2025-01160,Wrong currency selected - USD payment sent instead of EUR,International Transfer,Stargate,Avengers,Thor,Closed,High,High,High,Tuesday,2025-03-18T14:50:45.000000,2025-03-18T15:26:45.000000,2025-03-18T19:56:41.013135,2025-03-18T20:19:41.013135
ERR-2025-01161,SEPA payment amount keyed incorrectly - underpayment to supplier,SEPA Payment,STP CAT,Avengers,Iron Man,Closed,High,High,Medium,Monday,2025-03-17T15:50:57.000000,2025-03-17T16:57:57.000000,2025-03-17T19:00:58.906608,2025-03-17T20:29:58.906608
ERR-2025-01162,Incorrect BIC code used - wire transfer routed to wrong bank,International Transfer,Stargate,Avengers,Iron Man,New,High,High,High,Thursday,2025-03-20T07:42:06.000000,,,
ERR-2025-01163,Fallback rate not updated after primary feed outage,Money Rates,SOLEMOS,Avengers,Thor,Closed,Critical,Medium,High,Tuesday,2025-03-18T11:39:41.000000,2025-03-18T12:06:41.000000,2025-03-18T13:55:35.291890,2025-03-18T15:09:35.291890
ERR-2025-01164,SEPA batch submitted after cut-off - delayed by one business day,SEPA Payment,Stargate,Avengers,Doctor Strange,In Progress,High,High,High,Monday,2025-03-24T09:58:10.000000,2025-03-24T10:51:10.000000,,
ERR-2025-01165,FX hedge rate misapplied to wrong transaction batch,Money Rates,SOLEMOS,Avengers,Thor,Closed,Critical,High,High,Friday,2025-03-28T21:45:21.000000,2025-03-28T22:39:21.000000,2025-03-29T00:15:39.888584,2025-03-29T00:41:39.888584
ERR-2025-01166,SWIFT message sent with incorrect sender reference,International Transfer,Stargate,Avengers,Hulk,Closed,High,High,High,Tuesday,2025-03-18T14:28:06.000000,2025-03-18T15:08:06.000000,2025-03-18T20:27:19.556593,2025-03-18T21:25:19.556593
ERR-2025-01167,Payment dispatched to sanctioned entity - compliance breach,International Transfer,Stargate,Avengers,Thor,Closed,Low,Low,Low,Saturday,2025-03-08T16:12:55.000000,2025-03-08T16:23:55.000000,2025-03-09T12:43:26.776323,2025-03-09T13:16:26.776323
ERR-2025-01168,Manual override applied in Process X without supervisor sign-off,Proces X,SOLEMOS,Avengers,Iron Man,Closed,Critical,High,High,Thursday,2025-03-27T11:31:57.000000,2025-03-27T12:31:57.000000,2025-03-27T13:42:30.833081,2025-03-27T14:47:30.833081
